,klub,pilkarz,pozycja,data_urodzenia,wzrost,dominujaca_noga,kontrakt_od,kontrakt_do,wartosc_eur,liga
1692,Villarreal CF,Aïssa Mandi,Środkowy obrońca,22 paź 1991 (31),"1,84m",prawonożny,1 lip 2021,30 cze 2025,"4,00 mln €",laliga
1693,Villarreal CF,Raúl Albiol,Środkowy obrońca,4 wrz 1985 (37),"1,90m",prawonożny,4 lip 2019,30 cze 2023,"3,00 mln €",laliga
1694,Villarreal CF,Alfonso Pedraza,Lewy obrońca,9 kwi 1996 (26),"1,84m",lewonożny,1 lip 2016,30 cze 2026,"18,00 mln €",laliga
1695,Villarreal CF,Johan Mojica,Lewy obrońca,21 sie 1992 (30),"1,85m",lewonożny,1 wrz 2022,30 cze 2026,"5,00 mln €",laliga
1696,Villarreal CF,Alberto Moreno,Lewy obrońca,5 lip 1992 (30),"1,71m",lewonożny,9 lip 2019,30 cze 2024,"4,00 mln €",laliga
1697,Villarreal CF,Juan Foyth,Prawy obrońca,12 sty 1998 (25),"1,87m",prawonożny,1 lip 2021,30 cze 2026,"25,00 mln €",laliga
1698,Villarreal CF,Kiko Femenía,Prawy obrońca,2 lut 1991 (31),"1,71m",prawonożny,28 lip 2022,30 cze 2025,"2,50 mln €",laliga
1699,Villarreal CF,Francis Coquelin,Defensywny pomocnik,13 maj 1991 (31),"1,77m",prawonożny,12 sie 2020,30 cze 2024,"5,00 mln €",laliga
1700,Villarreal CF,Étienne Capoue,Defensywny pomocnik,11 lip 1988 (34),"1,89m",prawonożny,4 sty 2021,30 cze 2024,"3,00 mln €",laliga
1701,Villarreal CF,Giovani Lo Celso,Środkowy pomocnik,9 kwi 1996 (26),"1,77m",lewonożny,14 sie 2022,30 cze 2023,"22,00 mln €",laliga
1702,Villarreal CF,Dani Parejo,Środkowy pomocnik,16 kwi 1989 (33),"1,82m",prawonożny,12 sie 2020,30 cze 2024,"7,00 mln €",laliga
1703,Villarreal CF,Manu Trigueros,Środkowy pomocnik,17 paź 1991 (31),"1,78m",prawonożny,1 lip 2012,30 cze 2025,"6,00 mln €",laliga
1704,Villarreal CF,Manu Morlanes,Środkowy pomocnik,12 sty 1999 (24),"1,78m",prawonożny,7 lip 2021,30 cze 2026,"4,00 mln €",laliga
1705,Villarreal CF,Álex Baena,Lewy napastnik,20 lip 2001 (21),"1,74m",prawonożny,1 sie 2020,30 cze 2025,"15,00 mln €",laliga
1706,Villarreal CF,Yéremy Pino,Prawy napastnik,20 paź 2002 (20),"1,72m",prawonożny,1 sie 2020,30 cze 2027,"38,00 mln €",laliga
1707,Villarreal CF,Samuel Chukwueze,Prawy napastnik,22 maj 1999 (23),"1,72m",lewonożny,1 lis 2018,30 cze 2024,"20,00 mln €",laliga
1708,Villarreal CF,Gerard Moreno,Środkowy napastnik,7 kwi 1992 (30),"1,80m",lewonożny,1 lip 2018,30 cze 2027,"35,00 mln €",laliga
1709,Villarreal CF,Arnaut Danjuma,Środkowy napastnik,31 sty 1997 (25),"1,78m",prawonożny,19 sie 2021,30 cze 2026,"35,00 mln €",laliga
1710,Villarreal CF,Nicolas Jackson,Środkowy napastnik,20 cze 2001 (21),"1,88m",prawonożny,1 lip 2022,30 cze 2026,"15,00 mln €",laliga
1711,Villarreal CF,José Luis Morales,Środkowy napastnik,23 lip 1987 (35),"1,80m",prawonożny,1 lip 2022,30 cze 2024,"4,00 mln €",laliga
1712,Real Betis Balompié,Rui Silva,Bramkarz,7 lut 1994 (28),"1,91m",lewonożny,1 lip 2021,30 cze 2026,"15,00 mln €",laliga
1713,Real Betis Balompié,Dani Martín,Bramkarz,8 lip 1998 (24),"1,87m",prawonożny,18 lip 2019,30 cze 2024,"1,50 mln €",laliga
1714,Real Betis Balompié,Claudio Bravo,Bramkarz,13 kwi 1983 (39),"1,84m",prawonożny,30 sie 2020,30 cze 2023,"1,00 mln €",laliga
1715,Real Betis Balompié,Luiz Felipe,Środkowy obrońca,22 mar 1997 (25),"1,87m",prawonożny,4 lip 2022,30 cze 2027,"15,00 mln €",laliga
1716,Real Betis Balompié,Edgar González,Środkowy obrońca,1 kwi 1997 (25),"1,93m",prawonożny,21 lip 2020,30 cze 2025,"10,00 mln €",laliga
1717,Real Betis Balompié,Germán Pezzella,Środkowy obrońca,27 cze 1991 (31),"1,87m",prawonożny,19 sie 2021,30 cze 2025,"5,00 mln €",laliga
1718,Real Betis Balompié,Víctor Ruiz,Środkowy obrońca,25 sty 1989 (33),"1,84m",lewonożny,31 sie 2020,30 cze 2023,"1,50 mln €",laliga
1719,Real Betis Balompié,Abner,Lewy obrońca,27 maj 2000 (22),"1,81m",lewonożny,15 sty 2023,30 cze 2029,"8,00 mln €",laliga
1720,Real Betis Balompié,Juan Miranda,Lewy obrońca,19 sty 2000 (22),"1,85m",lewonożny,1 lip 2021,30 cze 2024,"5,00 mln €",laliga
1721,Real Betis Balompié,Aitor Ruibal,Prawy obrońca,22 mar 1996 (26),"1,76m",prawonożny,1 lip 2019,30 cze 2025,"5,00 mln €",laliga
1722,Real Betis Balompié,Youssouf Sabaly,Prawy obrońca,5 mar 1993 (29),"1,73m",prawonożny,1 lip 2021,30 cze 2026,"4,00 mln €",laliga
1723,Real Betis Balompié,Martín Montoya ,Prawy obrońca,14 kwi 1991 (31),"1,75m",prawonożny,25 sie 2020,30 cze 2024,"1,50 mln €",laliga
1724,Real Betis Balompié,Guido Rodríguez,Defensywny pomocnik,12 kwi 1994 (28),"1,85m",prawonożny,14 sty 2020,30 cze 2024,"28,00 mln €",laliga
1725,Real Betis Balompié,William Carvalho,Defensywny pomocnik,7 kwi 1992 (30),"1,87m",prawonożny,13 lip 2018,30 cze 2026,"16,00 mln €",laliga
1726,Real Betis Balompié,Paul Akouokou,Defensywny pomocnik,20 gru 1997 (25),"1,81m",prawonożny,10 wrz 2020,30 cze 2024,"4,00 mln €",laliga
1727,Real Betis Balompié,Andrés Guardado,Środkowy pomocnik,28 wrz 1986 (36),"1,67m",lewonożny,7 lip 2017,30 cze 2023,"1,50 mln €",laliga
1728,Real Betis Balompié,Víctor Camarasa,Środkowy pomocnik,28 maj 1994 (28),"1,83m",prawonożny,1 lip 2017,30 cze 2023,"1,00 mln €",laliga
1729,Real Betis Balompié,Nabil Fekir ,Ofensywny pomocnik,18 lip 1993 (29),"1,73m",lewonożny,23 lip 2019,30 cze 2026,"40,00 mln €",laliga
1730,Real Betis Balompié,Sergio Canales,Ofensywny pomocnik,16 lut 1991 (31),"1,78m",lewonożny,3 lip 2018,30 cze 2026,"20,00 mln €",laliga
1731,Real Betis Balompié,Juanmi,Lewy napastnik,20 maj 1993 (29),"1,72m",prawonożny,1 lip 2019,30 cze 2026,"15,00 mln €",laliga
1732,Real Betis Balompié,Rodri Sánchez,Lewy napastnik,16 lut 2000 (22),"1,75m",lewonożny,1 lip 2021,30 cze 2026,"7,00 mln €",laliga
1733,Real Betis Balompié,Luiz Henrique,Prawy napastnik,2 sty 2001 (22),"1,82m",lewonożny,1 lip 2022,30 cze 2028,"15,00 mln €",laliga
1734,Real Betis Balompié,Juan Cruz,Prawy napastnik,25 kwi 2000 (22),"1,80m",lewonożny,-,30 cze 2025,"2,00 mln €",laliga
1735,Real Betis Balompié,Joaquín,Prawy napastnik,21 lip 1981 (41),"1,81m",prawonożny,31 sie 2015,30 cze 2023,"1,50 mln €",laliga
1736,Real Betis Balompié,Borja Iglesias,Środkowy napastnik,17 sty 1993 (30),"1,87m",prawonożny,14 sie 2019,30 cze 2026,"25,00 mln €",laliga
1737,Real Betis Balompié,Willian José,Środkowy napastnik,23 lis 1991 (31),"1,89m",prawonożny,1 lip 2022,30 cze 2026,"9,00 mln €",laliga
1738,Real Betis Balompié,Loren Morón ,Środkowy napastnik,30 gru 1993 (29),"1,85m",prawonożny,30 sty 2018,30 cze 2024,"2,50 mln €",laliga
1739,Valencia CF,Giorgi Mamardashvili,Bramkarz,29 wrz 2000 (22),"1,97m",lewonożny,1 sty 2022,30 cze 2027,"25,00 mln €",laliga
1740,Valencia CF,Jaume Doménech,Bramkarz,5 lis 1990 (32),"1,85m",prawonożny,1 lip 2015,30 cze 2024,"1,50 mln €",laliga
1741,Valencia CF,Iago Herrerín,Bramkarz,25 sty 1988 (34),"1,87m",prawonożny,28 wrz 2022,30 cze 2023,500 tys. €,laliga
1742,Valencia CF,Cristian Rivero,Bramkarz,21 mar 1998 (24),"1,88m",prawonożny,1 sie 2020,30 cze 2024,200 tys. €,laliga
1743,Valencia CF,Mouctar Diakhaby,Środkowy obrońca,19 gru 1996 (26),"1,92m",prawonożny,1 lip 2018,30 cze 2027,"8,00 mln €",laliga
1744,Valencia CF,Gabriel Paulista,Środkowy obrońca,26 lis 1990 (32),"1,87m",prawonożny,18 sie 2017,30 cze 2024,"4,00 mln €",laliga
1745,Valencia CF,Eray Cömert,Środkowy obrońca,4 lut 1998 (24),"1,83m",prawonożny,25 sty 2022,30 cze 2026,"4,00 mln €",laliga
1746,Valencia CF,Cenk Özkacar,Środkowy obrońca,6 paź 2000 (22),"1,90m",lewonożny,23 sie 2022,30 cze 2023,"1,80 mln €",laliga
1747,Valencia CF,Cristhian Mosquera,Środkowy obrońca,27 cze 2004 (18),"1,91m",prawonożny,-,30 cze 2025,"1,00 mln €",laliga
1748,Valencia CF,José Gayà,Lewy obrońca,25 maj 1995 (27),"1,72m",lewonożny,1 lip 2014,30 cze 2027,"40,00 mln €",laliga
1749,Valencia CF,Jesús Vázquez,Lewy obrońca,2 sty 2003 (20),"1,82m",lewonożny,1 sty 2022,30 cze 2025,"5,00 mln €",laliga
1750,Valencia CF,Toni Lato,Lewy obrońca,21 lis 1997 (25),"1,71m",lewonożny,1 lip 2017,30 cze 2023,"2,50 mln €",laliga
1751,Valencia CF,Thierry Correia,Prawy obrońca,9 mar 1999 (23),"1,76m",prawonożny,2 wrz 2019,30 cze 2026,"14,00 mln €",laliga
1752,Valencia CF,Dimitri Foulquier,Prawy obrońca,23 mar 1993 (29),"1,83m",prawonożny,30 sie 2021,30 cze 2025,"3,00 mln €",laliga
1753,Valencia CF,Hugo Guillamón,Defensywny pomocnik,31 sty 2000 (22),"1,78m",prawonożny,1 lip 2020,30 cze 2026,"25,00 mln €",laliga
1754,Valencia CF,Yunus Musah,Środkowy pomocnik,29 lis 2002 (20),"1,78m",prawonożny,1 sie 2020,30 cze 2026,"25,00 mln €",laliga
1755,Valencia CF,Nico González ,Środkowy pomocnik,3 sty 2002 (21),"1,88m",prawonożny,13 sie 2022,30 cze 2023,"14,00 mln €",laliga
1756,Valencia CF,André Almeida,Środkowy pomocnik,30 maj 2000 (22),"1,76m",prawonożny,25 sie 2022,30 cze 2028,"14,00 mln €",laliga
1757,Valencia CF,Ilaix Moriba,Środkowy pomocnik,19 sty 2003 (19),"1,85m",prawonożny,1 wrz 2022,30 cze 2023,"7,00 mln €",laliga
1758,Valencia CF,Samuel Lino,Lewy napastnik,23 gru 1999 (23),"1,78m",prawonożny,28 lip 2022,30 cze 2023,"16,00 mln €",laliga
1759,Valencia CF,Justin Kluivert,Lewy napastnik,5 maj 1999 (23),"1,72m",obunożny,1 wrz 2022,30 cze 2023,"14,00 mln €",laliga
1760,Valencia CF,Samu Castillejo,Prawy napastnik,18 sty 1995 (28),"1,82m",lewonożny,12 lip 2022,30 cze 2025,"8,00 mln €",laliga
1761,Valencia CF,Hugo Duro,Środkowy napastnik,10 lis 1999 (23),"1,82m",lewonożny,1 lip 2022,30 cze 2026,"7,00 mln €",laliga
1762,Valencia CF,Edinson Cavani,Środkowy napastnik,14 lut 1987 (35),"1,84m",prawonożny,29 sie 2022,30 cze 2024,"5,00 mln €",laliga
1763,Valencia CF,Marcos André,Środkowy napastnik,20 paź 1996 (26),"1,85m",prawonożny,25 sie 2021,30 cze 2026,"4,00 mln €",laliga
1764,Sevilla FC,Bono,Bramkarz,5 kwi 1991 (31),"1,92m",lewonożny,4 wrz 2020,30 cze 2025,"15,00 mln €",laliga
1765,Sevilla FC,Marko Dmitrović,Bramkarz,24 sty 1992 (30),"1,94m",lewonożny,4 lip 2021,30 cze 2025,"5,00 mln €",laliga
1766,Sevilla FC,Marcão ,Środkowy obrońca,5 cze 1996 (26),"1,85m",lewonożny,8 lip 2022,30 cze 2027,"12,00 mln €",laliga
1767,Sevilla FC,Loïc Badé,Środkowy obrońca,11 kwi 2000 (22),"1,91m",prawonożny,1 sty 2023,30 cze 2023,"10,00 mln €",laliga
1768,Sevilla FC,Tanguy Nianzou,Środkowy obrońca,7 cze 2002 (20),"1,91m",prawonożny,17 sie 2022,30 cze 2027,"9,00 mln €",laliga
1769,Sevilla FC,Karim Rekik,Środkowy obrońca,2 gru 1994 (28),"1,86m",lewonożny,5 paź 2020,30 cze 2025,"5,00 mln €",laliga
1770,Sevilla FC,Kike Salas,Środkowy obrońca,23 kwi 2002 (20),"1,89m", ,-,30 cze 2024,"2,00 mln €",laliga
1771,Sevilla FC,Alex Telles ,Lewy obrońca,15 gru 1992 (30),"1,81m",lewonożny,4 sie 2022,30 cze 2023,"14,00 mln €",laliga
1772,Sevilla FC,Marcos Acuña,Lewy obrońca,28 paź 1991 (31),"1,72m",lewonożny,14 wrz 2020,30 cze 2025,"14,00 mln €",laliga
1773,Sevilla FC,Gonzalo Montiel,Prawy obrońca,1 sty 1997 (26),"1,75m",prawonożny,13 sie 2021,30 cze 2026,"12,00 mln €",laliga
1774,Sevilla FC,Jesús Navas,Prawy obrońca,21 lis 1985 (37),"1,72m",prawonożny,1 sie 2017,30 cze 2024,"3,00 mln €",laliga
1775,Sevilla FC,Nemanja Gudelj,Defensywny pomocnik,16 lis 1991 (31),"1,87m",prawonożny,23 lip 2019,30 cze 2023,"4,00 mln €",laliga
1776,Sevilla FC,Fernando,Defensywny pomocnik,25 lip 1987 (35),"1,83m",prawonożny,12 lip 2019,30 cze 2024,"4,00 mln €",laliga
1777,Sevilla FC,Joan Jordán,Środkowy pomocnik,6 lip 1994 (28),"1,85m",prawonożny,1 lip 2019,30 cze 2027,"14,00 mln €",laliga
1778,Sevilla FC,Óliver Torres,Środkowy pomocnik,10 lis 1994 (28),"1,75m",prawonożny,15 lip 2019,30 cze 2024,"9,00 mln €",laliga
1779,Sevilla FC,Ivan Rakitic,Środkowy pomocnik,10 mar 1988 (34),"1,84m",prawonożny,1 wrz 2020,30 cze 2024,"4,00 mln €",laliga
1780,Sevilla FC,Thomas Delaney ,Środkowy pomocnik,3 wrz 1991 (31),"1,82m",lewonożny,25 sie 2021,30 cze 2025,"3,00 mln €",laliga
1781,Sevilla FC,Lucas Ocampos,Lewy napastnik,11 lip 1994 (28),"1,87m",obunożny,3 lip 2019,30 cze 2024,"18,00 mln €",laliga
1782,Sevilla FC,Papu Gómez ,Lewy napastnik,15 lut 1988 (34),"1,67m",prawonożny,26 sty 2021,30 cze 2024,"4,00 mln €",laliga
1783,Sevilla FC,Tecatito ,Prawy napastnik,6 sty 1993 (30),"1,73m",obunożny,14 sty 2022,30 cze 2025,"14,00 mln €",laliga
1784,Sevilla FC,Erik Lamela,Prawy napastnik,4 mar 1992 (30),"1,84m",lewonożny,26 lip 2021,30 cze 2024,"14,00 mln €",laliga
1785,Sevilla FC,Suso,Prawy napastnik,19 lis 1993 (29),"1,77m",lewonożny,21 lip 2020,30 cze 2025,"7,00 mln €",laliga
1786,Sevilla FC,Adnan Januzaj,Prawy napastnik,5 lut 1995 (27),"1,86m",lewonożny,31 sie 2022,30 cze 2026,"7,00 mln €",laliga
1787,Sevilla FC,Youssef En-Nesyri,Środkowy napastnik,1 cze 1997 (25),"1,92m",lewonożny,16 sty 2020,30 cze 2025,"15,00 mln €",laliga
1788,Sevilla FC,Rafa Mir,Środkowy napastnik,18 cze 1997 (25),"1,91m",prawonożny,20 sie 2021,30 cze 2027,"12,00 mln €",laliga
1789,Athletic Bilbao,Unai Simón,Bramkarz,11 cze 1997 (25),"1,90m",prawonożny,1 lip 2018,30 cze 2025,"25,00 mln €",laliga
1790,Athletic Bilbao,Julen Agirrezabala,Bramkarz,26 gru 2000 (22),"1,87m",lewonożny,1 lip 2022,30 cze 2025,"5,00 mln €",laliga
1791,Athletic Bilbao,Iñigo Martínez ,Środkowy obrońca,17 maj 1991 (31),"1,82m",lewonożny,30 sty 2018,30 cze 2023,"18,00 mln €",laliga
1792,Athletic Bilbao,Yeray Álvarez,Środkowy obrońca,24 sty 1995 (27),"1,82m",prawonożny,1 lip 2016,30 cze 2026,"15,00 mln €",laliga
1793,Athletic Bilbao,Dani Vivian,Środkowy obrońca,5 lip 1999 (23),"1,84m",prawonożny,1 sie 2020,30 cze 2026,"14,00 mln €",laliga
1794,Athletic Bilbao,Aitor Paredes,Środkowy obrońca,29 kwi 2000 (22),"1,85m",prawonożny,-,30 cze 2025,400 tys. €,laliga
1795,Athletic Bilbao,Yuri Berchiche,Lewy obrońca,10 lut 1990 (32),"1,81m",lewonożny,2 lip 2018,30 cze 2024,"2,00 mln €",laliga
1796,Athletic Bilbao,Mikel Balenziaga,Lewy obrońca,29 lut 1988 (34),"1,77m",lewonożny,1 lip 2013,30 cze 2023,"1,00 mln €",laliga
1797,Athletic Bilbao,Iñigo Lekue,Prawy obrońca,4 maj 1993 (29),"1,80m",prawonożny,1 lip 2016,30 cze 2023,"3,00 mln €",laliga
1798,Athletic Bilbao,Ander Capa,Prawy obrońca,8 lut 1992 (30),"1,75m",prawonożny,1 lip 2018,30 cze 2024,"2,00 mln €",laliga
1799,Athletic Bilbao,Óscar de Marcos,Prawy obrońca,14 kwi 1989 (33),"1,82m",prawonożny,1 lip 2010,30 cze 2023,"1,80 mln €",laliga
1800,Athletic Bilbao,Mikel Vesga,Defensywny pomocnik,8 kwi 1993 (29),"1,91m",lewonożny,1 lip 2016,30 cze 2024,"5,00 mln €",laliga
1801,Athletic Bilbao,Oihan Sancet,Środkowy pomocnik,25 kwi 2000 (22),"1,88m",prawonożny,4 sie 2020,30 cze 2024,"20,00 mln €",laliga
1802,Athletic Bilbao,Unai Vencedor,Środkowy pomocnik,15 lis 2000 (22),"1,76m",prawonożny,1 sie 2020,30 cze 2027,"14,00 mln €",laliga
1803,Athletic Bilbao,Ander Herrera,Środkowy pomocnik,14 sie 1989 (33),"1,82m",prawonożny,27 sie 2022,30 cze 2023,"4,00 mln €",laliga
1804,Athletic Bilbao,Oier Zarraga,Środkowy pomocnik,4 sty 1999 (24),"1,75m",prawonożny,1 lut 2021,30 cze 2023,"3,00 mln €",laliga
1805,Athletic Bilbao,Dani García,Środkowy pomocnik,24 maj 1990 (32),"1,79m",prawonożny,1 lip 2018,30 cze 2024,"2,00 mln €",laliga
1806,Athletic Bilbao,Iker Muniain,Ofensywny pomocnik,19 gru 1992 (30),"1,69m",prawonożny,1 lip 2009,30 cze 2024,"14,00 mln €",laliga
1807,Athletic Bilbao,Álex Berenguer,Lewy napastnik,4 lip 1995 (27),"1,75m",prawonożny,2 paź 2020,30 cze 2024,"15,00 mln €",laliga
1808,Athletic Bilbao,Jon Morcillo,Lewy napastnik,15 wrz 1998 (24),"1,83m",lewonożny,1 sie 2020,30 cze 2024,"3,00 mln €",laliga
1809,Athletic Bilbao,Nico Williams,Prawy napastnik,12 lip 2002 (20),"1,81m",prawonożny,1 lip 2021,30 cze 2024,"25,00 mln €",laliga
1810,Athletic Bilbao,Iñaki Williams,Środkowy napastnik,15 cze 1994 (28),"1,86m",prawonożny,1 lip 2015,30 cze 2028,"25,00 mln €",laliga
1811,Athletic Bilbao,Asier Villalibre,Środkowy napastnik,30 wrz 1997 (25),"1,84m",lewonożny,1 lip 2019,30 cze 2023,"2,50 mln €",laliga
1812,Athletic Bilbao,Raúl García,Środkowy napastnik,11 lip 1986 (36),"1,84m",prawonożny,30 sie 2015,30 cze 2023,"2,50 mln €",laliga
1813,Athletic Bilbao,Gorka Guruzeta,Środkowy napastnik,12 wrz 1996 (26),"1,88m",prawonożny,3 lip 2022,30 cze 2024,"2,00 mln €",laliga
1814,Getafe CF,David Soria,Bramkarz,4 kwi 1993 (29),"1,92m",prawonożny,13 lip 2018,30 cze 2023,"10,00 mln €",laliga
1815,Getafe CF,Kiko Casilla,Bramkarz,2 paź 1986 (36),"1,90m",prawonożny,10 sie 2022,30 cze 2023,400 tys. €,laliga
1816,Getafe CF,Diego Conde,Bramkarz,28 paź 1998 (24),"1,88m", ,28 lip 2021,30 cze 2024,300 tys. €,laliga
1817,Getafe CF,Domingos Duarte,Środkowy obrońca,10 mar 1995 (27),"1,92m",prawonożny,11 lip 2022,30 cze 2026,"8,00 mln €",laliga
1818,Getafe CF,Djené,Środkowy obrońca,31 gru 1991 (31),"1,78m",prawonożny,24 lip 2017,-,"6,00 mln €",laliga
1819,Getafe CF,Gastón Álvarez,Środkowy obrońca,24 mar 2000 (22),"1,84m",lewonożny,28 sty 2022,30 cze 2023,"5,00 mln €",laliga
1820,Getafe CF,Omar Alderete,Środkowy obrońca,26 gru 1996 (26),"1,88m",lewonożny,19 sie 2022,30 cze 2023,"4,00 mln €",laliga
1821,Getafe CF,Stefan Mitrović,Środkowy obrońca,22 maj 1990 (32),"1,89m",obunożny,6 lip 2021,30 cze 2024,"2,00 mln €",laliga
1822,Getafe CF,Fabrizio Angileri,Lewy obrońca,15 mar 1994 (28),"1,85m",lewonożny,14 lip 2022,30 cze 2026,"3,00 mln €",laliga
1823,Getafe CF,Jordan Amavi,Lewy obrońca,9 mar 1994 (28),"1,76m",lewonożny,1 wrz 2022,30 cze 2023,"3,00 mln €",laliga
1824,Getafe CF,Juan Iglesias,Prawy obrońca,3 lip 1998 (24),"1,87m",prawonożny,1 lip 2021,30 cze 2026,"3,50 mln €",laliga
1825,Getafe CF,Damián Suárez,Prawy obrońca,27 kwi 1988 (34),"1,73m",prawonożny,8 lip 2015,30 cze 2023,"1,50 mln €",laliga
1826,Getafe CF,Ángel Algobia,Defensywny pomocnik,23 cze 1999 (23),"1,88m",prawonożny,11 sie 2022,30 cze 2023,"1,50 mln €",laliga
1827,Getafe CF,Mauro Arambarri ,Środkowy pomocnik,30 wrz 1995 (27),"1,75m",prawonożny,1 lip 2018,30 cze 2023,"15,00 mln €",laliga
1828,Getafe CF,Carles Aleñá,Środkowy pomocnik,5 sty 1998 (25),"1,80m",lewonożny,10 lip 2021,30 cze 2026,"10,00 mln €",laliga
1829,Getafe CF,Nemanja Maksimović,Środkowy pomocnik,26 sty 1995 (27),"1,84m",prawonożny,16 lip 2018,30 cze 2024,"10,00 mln €",laliga
1830,Getafe CF,Luis Milla,Środkowy pomocnik,7 paź 1994 (28),"1,75m",prawonożny,25 lip 2022,30 cze 2027,"5,00 mln €",laliga
1831,Getafe CF,Gonzalo Villar,Środkowy pomocnik,23 mar 1998 (24),"1,81m",prawonożny,13 sty 2023,30 cze 2023,"4,50 mln €",laliga
1832,Getafe CF,Jaime Seoane,Środkowy pomocnik,22 sty 1997 (25),"1,77m",prawonożny,1 lip 2022,30 cze 2025,"3,50 mln €",laliga
1833,Getafe CF,Portu,Prawy napastnik,21 maj 1992 (30),"1,67m",prawonożny,1 lip 2022,30 cze 2023,"5,00 mln €",laliga
1834,Getafe CF,Enes Ünal,Środkowy napastnik,10 maj 1997 (25),"1,87m",prawonożny,12 sie 2020,30 cze 2025,"25,00 mln €",laliga
1835,Getafe CF,Borja Mayoral,Środkowy napastnik,5 kwi 1997 (25),"1,82m",prawonożny,1 sie 2022,30 cze 2027,"9,00 mln €",laliga
1836,Getafe CF,Munir El Haddadi,Środkowy napastnik,1 wrz 1995 (27),"1,75m",lewonożny,31 sie 2022,30 cze 2023,"4,00 mln €",laliga
1837,Getafe CF,Jaime Mata,Środkowy napastnik,24 paź 1988 (34),"1,86m",prawonożny,1 lip 2018,30 cze 2024,"2,00 mln €",laliga
1838,Getafe CF,Juanmi Latasa,Środkowy napastnik,23 mar 2001 (21),"1,92m",lewonożny,26 sie 2022,30 cze 2023,"1,00 mln €",laliga
1839,CA Osasuna,Sergio Herrera,Bramkarz,5 cze 1993 (29),"1,92m",prawonożny,12 lip 2017,-,"8,00 mln €",laliga
1840,CA Osasuna,Aitor Fernández,Bramkarz,3 maj 1991 (31),"1,82m",prawonożny,2 lip 2022,30 cze 2025,"2,50 mln €",laliga
1841,CA Osasuna,Juan Pérez,Bramkarz,15 lip 1996 (26),"1,91m",prawonożny,1 lip 2019,30 cze 2024,600 tys. €,laliga
1842,CA Osasuna,David García,Środkowy obrońca,14 lut 1994 (28),"1,86m",obunożny,1 sty 2015,30 cze 2026,"20,00 mln €",laliga
1843,CA Osasuna,Unai García,Środkowy obrońca,3 lut 1992 (30),"1,86m",prawonożny,1 lip 2015,30 cze 2025,"2,50 mln €",laliga
1844,CA Osasuna,Aridane Hernández,Środkowy obrońca,23 mar 1989 (33),"1,88m",prawonożny,17 lip 2017,30 cze 2023,"1,00 mln €",laliga
1845,CA Osasuna,Manu Sánchez,Lewy obrońca,24 sie 2000 (22),"1,71m",lewonożny,27 lip 2022,30 cze 2023,"10,00 mln €",laliga
1846,CA Osasuna,Juan Cruz,Lewy obrońca,28 lip 1992 (30),"1,82m",lewonożny,30 sie 2020,30 cze 2026,"2,50 mln €",laliga
1847,CA Osasuna,Nacho Vidal ,Prawy obrońca,24 sty 1995 (27),"1,80m",prawonożny,13 lip 2018,30 cze 2025,"5,00 mln €",laliga
1848,CA Osasuna,Rubén Peña ,Prawy obrońca,18 lip 1991 (31),"1,70m",prawonożny,1 lip 2022,30 cze 2025,"2,50 mln €",laliga
1849,CA Osasuna,Lucas Torró,Defensywny pomocnik,19 lip 1994 (28),"1,90m",prawonożny,4 sie 2020,30 cze 2027,"7,00 mln €",laliga
1850,CA Osasuna,Jon Moncayola,Środkowy pomocnik,13 maj 1998 (24),"1,82m",prawonożny,1 lip 2019,30 cze 2031,"12,00 mln €",laliga
1851,CA Osasuna,Darko Brasanac,Środkowy pomocnik,12 lut 1992 (30),"1,78m",prawonożny,22 lip 2019,30 cze 2023,"2,00 mln €",laliga
1852,CA Osasuna,Pablo Ibáñez,Środkowy pomocnik,20 wrz 1998 (24),"1,79m",prawonożny,1 lip 2022,30 cze 2024,400 tys. €,laliga
1853,CA Osasuna,Aimar Oroz,Ofensywny pomocnik,27 lis 2001 (21),"1,77m",prawonożny,1 lip 2022,30 cze 2026,"6,00 mln €",laliga
1854,CA Osasuna,Abde Ezzalzouli,Lewy napastnik,17 gru 2001 (21),"1,77m",prawonożny,1 wrz 2022,30 cze 2023,"8,00 mln €",laliga
1855,CA Osasuna,Moi Gómez,Lewy napastnik,23 cze 1994 (28),"1,76m",prawonożny,28 lip 2022,30 cze 2027,"8,00 mln €",laliga
1856,CA Osasuna,Rubén García,Lewy napastnik,14 lip 1993 (29),"1,71m",lewonożny,1 lip 2019,30 cze 2024,"6,00 mln €",laliga
1857,CA Osasuna,Kike Saverio ,Lewy napastnik,19 cze 1999 (23),"1,78m",obunożny,1 lip 2021,30 cze 2023,200 tys. €,laliga
1858,CA Osasuna,Kike Barja,Prawy napastnik,1 kwi 1997 (25),"1,79m",prawonożny,1 sty 2018,30 cze 2026,"3,00 mln €",laliga
1859,CA Osasuna,Chimy Ávila,Środkowy napastnik,6 lut 1994 (28),"1,72m",prawonożny,1 lip 2019,30 cze 2026,"10,00 mln €",laliga
1860,CA Osasuna,Ante Budimir,Środkowy napastnik,22 lip 1991 (31),"1,90m",lewonożny,1 lip 2021,30 cze 2025,"6,00 mln €",laliga
1861,CA Osasuna,Kike García,Środkowy napastnik,25 lis 1989 (33),"1,86m",prawonożny,1 lip 2021,30 cze 2024,"1,80 mln €",laliga
1862,Celta de Vigo,Agustín Marchesín,Bramkarz,16 mar 1988 (34),"1,88m",prawonożny,1 sie 2022,30 cze 2025,"3,00 mln €",laliga
