,NAME,POSITIONS,OVA,POT,TEAM,CONTRACT_LENGTH,ATTACKING,SKILL,MOVEMENT,POWER,MENTALITY,DEFENDING,TOTAL,PAC,SHO,PAS,DRI,DEF,PHY,FULL_NAME,AGE,VALUE_EUR,SALARY_EUR
1664,Lazo,LM ,73,74,Espanyol,2022 ~ 2027,305,367,377,327,254,109,1783,77,72,70,77,34,55,José Carlos Lazo Romero,26,3600000.0,15000.0
1665,A. Ndiaye,LM ST RM ,73,74,Mallorca,2021 ~ 2025,341,344,401,335,305,141,1911,91,68,66,75,49,65,Amath Ndiaye,25,3600000.0,20000.0
1666,Z. Feddal,CB ,75,75,Real Valladolid,2022 ~ 2023,293,264,266,340,303,227,1750,58,50,59,58,76,76,Zouhair Feddal,32,3600000.0,20000.0
1667,Aridane,CB ,76,76,Osasuna,2017 ~ 2023,254,253,283,353,267,224,1689,50,36,54,54,75,85,Aridane Hernández Umpiérrez,33,3600000.0,24000.0
1668,Andrés Martín,ST RM CAM ,70,79,Rayo Vallecano,2019 ~ 2024,340,309,383,337,264,68,1752,79,70,65,70,27,65,Andrés Martín García,22,3600000.0,11000.0
1669,R. Nteka,ST CAM ,72,77,Rayo Vallecano,2021 ~ 2026,330,317,370,388,352,150,1958,73,71,64,72,54,82,Randy Nteka,24,3600000.0,14000.0
1670,Pep Chavarría,LB ,71,78,Rayo Vallecano,2022 ~ 2027,277,294,382,324,306,188,1829,84,49,63,67,64,75,Josep María Chavarría Pérez,24,3600000.0,10000.0
1671,Mata,ST ,75,75,Getafe,2018 ~ 2024,352,309,311,363,320,86,1789,65,75,62,73,31,74,Jaime Mata Arnaiz,33,3600000.0,27000.0
1672,Negredo,ST ,77,77,Cádiz,2020 ~ 2023,356,337,311,383,327,94,1856,53,80,64,70,36,76,Álvaro Negredo Sánchez,36,3600000.0,25000.0
1673,Samu Sáiz,ST LM ,74,74,Girona,2019 ~ 2023,355,372,393,366,302,77,1927,77,73,73,78,31,70,Samuel Sáiz Alonso,31,3600000.0,24000.0
1674,D. Loader,ST CAM ,70,81,Porto,2020 ~ 2025,302,295,374,339,265,54,1680,77,69,57,72,21,65,Danny Loader,21,3600000.0,6000.0
1675,Jota Silva,LW RW ,70,79,Vitória SC,2022 ~ 2025,307,317,378,335,279,78,1743,82,65,61,70,30,65,João Pedro Ferreira Silva,22,3600000.0,6000.0
1676,M. Trmal,GK ,71,79,Marítimo,"Jun 30, 2023",65,66,194,158,84,33,941,70,70,58,74,22,69,Matous Trmal,23,3600000.0,5000.0
1677,Luquinha,CAM CM RM ,70,81,Portimonense,2019 ~ 2024,295,343,399,281,265,108,1732,76,59,73,75,34,46,Lucas Queiroz Canteiro,21,3600000.0,4000.0
1678,Romário Baró,CM RM LM ,70,80,Casa Pia,"Jun 30, 2023",310,341,359,327,307,164,1861,71,67,69,73,54,60,Romário Manuel Silva Baró,22,3600000.0,7000.0
1679,F. Pellistri,RM ,70,81,Manchester United,2020 ~ 2025,302,325,397,329,267,86,1749,82,64,64,73,32,59,Facundo Pellistri,20,3500000.0,35000.0
1680,N. Mendy,CDM CM ,74,74,Leicester City,2016 ~ 2023,294,344,356,314,324,222,1916,60,54,69,75,73,66,Nampalys Mendy,30,3500000.0,53000.0
1681,Toti Gomes,CB ,71,78,Wolverhampton Wanderers,2020 ~ 2027,269,279,354,315,307,218,1786,78,47,61,61,72,73,Tote António Gomes,23,3500000.0,33000.0
1682,S. Duffy,CB ,74,74,Fulham,"Jun 30, 2023",250,230,205,341,299,221,1602,34,47,50,48,74,78,Shane Duffy,30,3500000.0,45000.0
1683,T. Cairney,CM CAM ,74,74,Fulham,2015 ~ 2024,355,378,336,324,329,179,1947,58,72,76,76,62,63,Tom Cairney,31,3500000.0,45000.0
1684,J. van Hecke,CB ,71,78,Brighton & Hove Albion,2020 ~ 2023,232,310,292,334,281,216,1705,60,45,56,61,72,72,Jan Paul van Hecke,22,3500000.0,28000.0
1685,L. Colwill,CB ,70,84,Brighton & Hove Albion,"Jun 30, 2023",239,270,326,301,277,209,1683,69,34,58,62,69,73,Levi Colwill,19,3500000.0,22000.0
1686,J. Stacey,RB RWB ,73,75,AFC Bournemouth,2019 ~ 2023,301,304,358,335,313,208,1873,73,55,66,70,69,71,Jack Stacey,26,3500000.0,33000.0
1687,M. Travers,GK ,73,77,AFC Bournemouth,2016 ~ 2027,108,104,234,219,112,43,1181,73,69,70,76,40,73,Mark Travers,23,3500000.0,22000.0
1688,C. Jullien,CB ,74,74,Montpellier,2022 ~ 2023,287,266,262,320,321,218,1727,64,50,62,56,74,76,Christopher Jullien,29,3500000.0,20000.0
1689,D. Doué,CAM ,69,86,Rennes,2022 ~ 2025,279,333,369,308,240,114,1689,78,65,62,76,33,55,Désiré Doué,17,3500000.0,2000.0
1690,X. Chavalerin,CM LM CDM ,74,74,Troyes,2021 ~ 2024,328,357,330,358,349,208,1983,59,67,73,71,69,75,Xavier Chavalerin,31,3500000.0,17000.0
1691,G. Gallon,GK ,74,76,Troyes,2019 ~ 2024,84,96,238,221,138,41,1185,75,71,72,76,40,73,Gauthier Gallon,29,3500000.0,14000.0
1692,Y. Cimignani,LM RM ,70,79,Ajaccio,2020 ~ 2023,317,324,352,330,293,156,1822,75,67,65,72,52,62,Yanis Cimignani,20,3500000.0,8000.0
1693,N. Ahamada,CM ,70,79,VfB Stuttgart,2021 ~ 2026,295,307,371,322,315,179,1832,72,61,65,76,61,63,Naouirou Ahamada,20,3500000.0,10000.0
1694,I. Ordets,CB ,74,74,VfL Bochum 1848,2019 ~ 2027,286,245,276,354,257,222,1703,60,53,52,49,75,81,Ivan Ordets,29,3500000.0,21000.0
1695,G. Haraguchi,CAM CM ,74,74,FC Union Berlin,2021 ~ 2027,316,347,395,318,269,134,1835,76,65,70,78,44,53,Genki Haraguchi,31,3500000.0,26000.0
1696,G. Scalvini,CB ,70,85,Atalanta,2021 ~ 2023,224,210,269,278,245,218,1489,55,30,47,54,73,67,Giorgio Scalvini,18,3500000.0,6000.0
1697,R. Rodríguez,CB ,74,74,Torino,2020 ~ 2024,339,388,341,361,362,228,2085,66,67,74,74,75,72,Ricardo Rodríguez,29,3500000.0,33000.0
1698,L. Samardžić,CM CAM ,70,80,Udinese,2021 ~ 2026,294,348,362,332,295,154,1850,70,70,66,76,52,62,Lazar Samardžić,20,3500000.0,7000.0
1699,F. Ceccherini,CB ,74,74,Hellas Verona,2021 ~ 2024,270,256,328,336,284,226,1751,64,48,58,63,75,74,Federico Ceccherini,30,3500000.0,21000.0
1700,P. Dawidowicz,CB ,73,76,Hellas Verona,2019 ~ 2025,256,302,309,336,309,221,1783,62,48,62,63,74,77,Paweł Dawidowicz,27,3500000.0,20000.0
1701,F. Bandinelli,CM ,73,74,Empoli,2019 ~ 2025,352,349,366,369,341,213,2038,70,71,71,73,71,71,Filippo Bandinelli,27,3500000.0,10000.0
1702,O. Colley,CB ,74,74,Sampdoria,2018 ~ 2025,236,233,301,298,249,218,1584,65,31,48,54,73,83,Omar Colley,29,3500000.0,17000.0
1703,S. Lammers,ST ,72,77,Sampdoria,"Jun 30, 2023",338,302,349,356,305,77,1780,70,73,62,72,34,66,Sam Lammers,25,3500000.0,31000.0
1704,D. Bradarić,LWB LM LB ,72,78,Salernitana,2022 ~ 2026,300,303,372,306,315,207,1856,78,55,66,70,68,65,Domagoj Bradarić,22,3500000.0,15000.0
1705,J. Hendry,CB ,73,76,Cremonese,"Jun 30, 2023",264,253,333,382,293,211,1794,71,56,54,62,71,82,Jack Hendry,27,3500000.0,18000.0
1706,F. Afena-Gyan,ST ,70,80,Cremonese,2022 ~ 2026,316,316,389,336,275,106,1772,89,70,57,69,39,62,Felix Afena-Gyan,19,3500000.0,5000.0
1707,A. Izzo,CB ,74,74,Monza,"Jun 30, 2023",221,241,317,324,238,223,1615,57,33,47,65,75,75,Armando Izzo,30,3500000.0,32000.0
1708,Carlos Augusto,LM CB LWB ,72,77,Monza,2020 ~ 2024,337,325,344,346,321,214,1940,75,61,69,71,71,73,Carlos Augusto Zopolato Neves,23,3500000.0,27000.0
1709,G. Ferrari,CB ,74,74,Sassuolo,2016 ~ 2024,195,203,264,289,229,225,1455,50,28,41,50,75,78,Gian Marco Ferrari,30,3500000.0,25000.0
1710,G. Kyriakopoulos,LB LM LW ,73,75,Sassuolo,2020 ~ 2025,277,333,330,332,273,218,1814,69,49,64,71,71,69,Giorgos Kyriakopoulos,26,3500000.0,23000.0
1711,P. Akouokou,CDM CM ,71,78,Real Betis,2018 ~ 2024,293,298,312,315,311,207,1791,58,56,69,69,69,63,Paul Akouokou,24,3500000.0,11000.0
1712,Sergi Gómez,CB ,74,74,Espanyol,2021 ~ 2024,268,288,290,323,301,224,1754,59,46,61,61,75,72,Sergi Gómez Solà,30,3500000.0,15000.0
1713,Álvaro,GK ,73,77,Espanyol,"Jun 30, 2023",61,95,286,216,96,32,1141,74,70,66,76,47,69,Álvaro Fernández Llorente,24,3500000.0,6000.0
1714,Dani Rodríguez,LM CAM RM ,76,76,Mallorca,2018 ~ 2024,326,370,373,360,346,191,2020,84,75,74,72,63,69,Daniel Rodríguez Vázquez,34,3500000.0,25000.0
1715,M. Nastasić,CB ,74,74,Mallorca,2022 ~ 2023,250,311,324,306,289,224,1770,62,36,62,55,74,74,Matija Nastasić,29,3500000.0,21000.0
1716,Robert Navarro,LW CAM CM ,70,80,Real Sociedad,2019 ~ 2025,298,309,373,309,307,96,1753,75,65,62,73,34,63,Robert Navarro Muñoz,20,3500000.0,13000.0
1717,Óscar Plano,RM LM CF ,74,74,Real Valladolid,2017 ~ 2023,337,351,394,363,341,154,1999,85,71,70,73,56,73,Óscar Plano Pedreño,31,3500000.0,20000.0
1718,Álex Collado,RM CM CAM ,70,79,Elche,"Jun 30, 2023",318,367,327,310,313,172,1861,60,68,73,72,58,57,Álex Collado Gutiérrez,23,3500000.0,49000.0
1719,Bebé,RM LM ,74,74,Rayo Vallecano,2018 ~ 2025,343,358,355,409,316,110,1939,82,77,71,72,41,83,Tiago Manuel Dias Correia,31,3500000.0,18000.0
1720,Salvi Sánchez,RM LM ,74,74,Rayo Vallecano,2022 ~ 2024,319,359,394,282,296,116,1810,84,64,73,73,39,46,Salvador Sánchez Ponce,31,3500000.0,18000.0
1721,E. Touré,ST LW ,70,80,Almería,2022 ~ 2028,318,281,339,333,268,52,1646,72,70,57,69,22,64,El Bilal Touré,20,3500000.0,12000.0
1722,Borja García,CM LM ,74,74,Girona,2021 ~ 2023,329,345,367,350,327,177,1958,73,69,73,74,60,66,Borja García Freire,31,3500000.0,22000.0
1723,Reinier,RM LM CAM ,70,80,Girona,"Jun 30, 2023",326,335,352,319,287,126,1795,69,67,65,75,42,65,Reinier Jesus Carvalho,20,3500000.0,44000.0
1724,Arthur Gomes,LW RW ,72,77,Sporting CP,2022 ~ 2027,323,327,364,283,265,59,1663,78,66,67,73,24,48,Arthur Gomes Lourenço,23,3500000.0,9000.0
1725,G. Makouta,CM CAM ,72,77,Boavista,2021 ~ 2024,327,330,329,377,342,193,1936,65,68,67,73,65,80,Gaius Makouta,24,3500000.0,10000.0
1726,Paulo Estrela,CM CDM ,70,78,Portimonense,2019 ~ 2023,305,336,332,355,343,194,1909,53,65,71,69,65,68,Paulo Estrela Moreira Alves,23,3500000.0,5000.0
1727,A. Beka Beka,CDM CM ,70,80,Nice,2022 ~ 2027,267,310,370,329,303,205,1838,76,57,63,71,67,70,Alexis Beka Beka,21,3400000.0,14000.0
1728,I. Cardona,ST ,72,76,Brest,2019 ~ 2023,342,331,341,364,268,64,1762,70,73,66,72,26,62,Irvin Cardona,24,3400000.0,16000.0
1729,J. Le Douaron,ST ,72,76,Brest,2020 ~ 2023,328,308,329,356,317,133,1819,69,70,65,71,49,73,Jérémy Le Douaron,24,3400000.0,16000.0
1730,E. Agbadou,CB CDM ,71,78,Reims,2022 ~ 2027,248,219,291,315,287,202,1613,67,47,50,57,69,79,Emmanuel Agbadou,25,3400000.0,13000.0
1731,Y. Valery,RB RWB ,70,78,Angers SCO,2022 ~ 2026,265,289,339,343,300,207,1801,69,52,60,68,68,71,Yan Valery,23,3400000.0,10000.0
1732,B. Mendy,CDM CB CM ,70,78,Angers SCO,2021 ~ 2024,287,297,263,343,281,212,1728,60,50,63,60,70,78,Batista Mendy,22,3400000.0,10000.0
1733,T. Tsingaras,CDM CM ,70,79,Toulouse,"Jun 30, 2023",299,306,353,324,298,208,1830,70,57,64,67,68,68,Theocharis Tsingaras,21,3400000.0,500000.0
1734,F. Agu,RWB LWB ,70,78,Werder Bremen,2020 ~ 2025,296,281,410,296,298,182,1821,83,47,61,74,62,59,Felix Agu,22,3400000.0,11000.0
1735,I. Šunjić,CDM CM ,73,75,Hertha BSC,"Jun 30, 2023",289,268,332,346,316,225,1829,66,58,59,66,74,77,Ivan Šunjić,25,3400000.0,24000.0
1736,A. Rogel,CB ,72,78,Hertha BSC,2022 ~ 2026,239,229,234,308,259,214,1527,46,33,48,56,73,78,Agustín Rogel,24,3400000.0,16000.0
1737,L. Ranieri,LB CB ,70,78,Fiorentina,2017 ~ 2024,271,297,347,260,292,211,1724,74,41,59,66,70,60,Luca Ranieri,23,3400000.0,20000.0
1738,F. Ranocchia,CM CDM ,69,82,Monza,"Jun 30, 2023",308,370,319,361,298,188,1889,66,59,71,71,61,71,Filippo Ranocchia,21,3400000.0,27000.0
1739,Rubén Sánchez,RB RM ,70,81,Espanyol,2021 ~ 2025,293,294,390,336,293,182,1851,85,56,62,68,61,71,Rubén Sánchez Sáez,21,3400000.0,7000.0
1740,Sergio Asenjo,GK ,77,77,Real Valladolid,2022 ~ 2024,105,113,311,251,115,53,1326,76,74,75,78,57,75,Sergio Asenjo Andrés,33,3400000.0,18000.0
1741,L. Blanco,LB LWB LM ,70,79,Elche,2022 ~ 2027,253,304,369,301,265,199,1728,79,41,62,68,62,69,Lautaro Blanco,23,3400000.0,9000.0
1742,N. Fernández,LWB LM LB ,70,78,Elche,2022 ~ 2027,308,343,381,324,307,189,1910,83,63,65,75,61,63,Nicolás Fernández,22,3400000.0,9000.0
1743,Aimar Oroz,ST CAM CM ,69,81,Osasuna,2019 ~ 2026,327,322,344,328,306,127,1798,69,71,66,68,47,58,Aimar Oroz Huarte,20,3400000.0,10000.0
1744,Mario Hernández,RB ,70,79,Rayo Vallecano,2017 ~ 2023,254,229,327,259,228,214,1559,67,31,53,52,71,64,Mario Hernández Fernández,23,3400000.0,9000.0
1745,Gabriel Silva,RM LM ST ,69,83,Santa Clara,2022 ~ 2023,312,342,361,298,267,69,1693,76,64,64,71,26,56,Gabriel Silva Vieira,20,3400000.0,3000.0
1746,Víctor Gómez,RB ,70,80,Sporting Braga,"Jun 30, 2023",276,322,374,334,300,192,1848,77,50,68,69,64,68,Víctor Gómez Perea,22,3400000.0,8000.0
1747,R. Cannon,CB RWB RB ,72,78,Boavista,2020 ~ 2025,247,276,401,332,304,215,1822,88,36,58,70,70,83,Reggie Cannon,24,3400000.0,9000.0
1748,S. Godwin,LW RW ,73,73,Casa Pia,2022 ~ 2023,303,297,417,354,270,109,1803,92,69,58,77,37,63,Saviour Godwin,25,3400000.0,6000.0
1749,M. Klich,CM CDM ,74,74,Leeds United,2017 ~ 2024,326,359,330,352,355,198,1984,65,71,74,72,66,71,Mateusz Klich,32,3300000.0,33000.0
1750,J. Milner,CM RB ,77,77,Liverpool,2015 ~ 2023,365,389,322,360,401,234,2116,52,70,79,76,77,74,James Milner,36,3300000.0,65000.0
1751,O. Richards,LB LWB ,72,77,Nottingham Forest,2022 ~ 2026,275,287,381,267,292,217,1773,75,46,60,73,69,61,Omar Richards,24,3300000.0,30000.0
1752,G. Biancone,CB RWB LWB ,70,78,Nottingham Forest,2022 ~ 2025,269,304,312,332,296,211,1774,68,45,62,66,69,73,Giulian Biancone,22,3300000.0,23000.0
1753,M. Niang,ST LM ,73,73,Auxerre,2022 ~ 2023,340,334,347,364,295,74,1776,73,74,65,71,31,68,M'Baye Niang,27,3300000.0,17000.0
1754,M. Abline,ST ,69,84,Auxerre,"Jun 30, 2023",302,297,370,313,246,60,1648,77,70,55,72,23,55,Matthis Abline,19,3300000.0,13000.0
1755,W. Saïd,ST LW LM ,73,73,Lens,2021 ~ 2024,345,325,391,333,272,76,1800,74,73,67,76,29,58,Wesley Saïd,27,3300000.0,27000.0
1756,T. Pembélé,RB RWB CB ,70,81,Paris Saint Germain,2020 ~ 2024,272,295,384,298,294,195,1790,87,49,63,71,64,64,Timothée Pembélé,19,3300000.0,16000.0
1757,C. Wooh,CB ,70,79,Rennes,2022 ~ 2026,261,261,298,318,285,210,1668,70,45,55,60,70,74,Christopher Wooh,20,3300000.0,15000.0
1758,M. Camara,CM CDM ,72,76,Brest,"Jun 30, 2023",311,327,344,339,334,218,1913,63,58,68,71,73,74,Mahdi Camara,24,3300000.0,7000.0
1759,R. Healey,ST ,73,73,Toulouse,2020 ~ 2023,355,323,370,360,246,82,1788,76,75,61,71,30,62,Rhys Healey,27,3300000.0,17000.0
1760,L. Höler,ST CF ,73,73,SC Freiburg,2018 ~ 2024,327,252,349,385,303,142,1805,71,73,51,62,51,79,Lucas Höler,27,3300000.0,24000.0
1761,H. Siquet,RB RWB ,70,79,SC Freiburg,2022 ~ 2026,290,354,364,340,311,192,1901,75,55,72,68,63,66,Hugo Siquet,19,3300000.0,7000.0
1762,D. Sinkgraven,LB CM ,73,74,Bayer 04 Leverkusen,2019 ~ 2023,334,366,377,317,342,207,2006,74,60,72,76,69,63,Daley Sinkgraven,26,3300000.0,32000.0
1763,T. Mohr,LM LB ,73,73,Schalke 04,2022 ~ 2025,329,357,385,358,288,177,1940,85,69,71,71,57,67,Tobias Mohr,26,3300000.0,20000.0
1764,E. Fernandes,CB CM RWB ,73,75,FSV Mainz 05,2019 ~ 2026,317,333,341,353,304,228,1936,68,65,69,73,76,68,Edimilson Fernandes,26,3300000.0,20000.0
1765,S. Rudy,CM CDM ,74,74,TSG Hoffenheim,2021 ~ 2023,328,379,345,347,339,208,2002,63,65,76,72,69,66,Sebastian Rudy,32,3300000.0,28000.0
1766,C. Gruezo,CDM CM ,73,75,FC Augsburg,2019 ~ 2024,247,294,358,316,319,216,1804,61,46,61,67,70,74,Carlos Gruezo,27,3300000.0,20000.0
1767,E. Ebosse,CB LWB ,70,78,Udinese,2022 ~ 2027,251,270,316,301,273,215,1677,70,35,56,64,71,71,Enzo Ebosse,23,3300000.0,8000.0
1768,I. Hien,CB ,70,79,Hellas Verona,2022 ~ 2026,223,233,322,311,264,207,1611,81,37,49,58,68,76,Isak Hien,23,3300000.0,11000.0
1769,S. Walukiewicz,CB ,70,78,Empoli,"Jun 30, 2023",228,238,283,309,252,213,1574,59,38,49,59,71,74,Sebastian Walukiewicz,22,3300000.0,2000.0
1770,P. Mazzocchi,RWB LM RB ,73,74,Salernitana,2022 ~ 2026,309,331,357,335,307,211,1908,79,56,65,70,69,72,Pasquale Mazzocchi,26,3300000.0,20000.0
1771,A. Ekdal,CM CDM ,74,74,Spezia,2022 ~ 2024,336,368,266,351,364,206,1916,41,65,75,71,70,73,Albin Ekdal,32,3300000.0,16000.0
1772,A. Carboni,CB ,70,80,Monza,2022 ~ 2027,231,251,282,277,250,219,1564,56,28,54,61,71,69,Andrea Carboni,21,3300000.0,16000.0
1773,Carlos Domínguez,CB ,70,78,Celta de Vigo,2020 ~ 2026,243,213,303,244,252,214,1517,67,28,53,50,71,63,Carlos Dominguez Cáceres,21,3300000.0,8000.0
1774,Aleix Vidal,RM RB ,74,74,Espanyol,2021 ~ 2023,326,341,381,352,336,197,1980,79,66,71,74,66,71,Aleix Vidal Parreu,32,3300000.0,17000.0
1775,T. Kadewere,RW ST ,73,73,Mallorca,"Jun 30, 2023",350,332,364,359,306,108,1877,75,74,67,74,38,67,Tino Kadewere,26,3300000.0,46000.0
1776,C. Özkacar,CB ,70,79,Valencia,"Jun 30, 2023",238,261,293,293,279,208,1615,60,35,57,62,70,73,Cenk Özkacar,21,3300000.0,19000.0
1777,A. Mumin,CB ,70,78,Rayo Vallecano,2022 ~ 2026,245,272,350,308,266,205,1695,78,36,58,61,69,75,Abdul Mumin,24,3300000.0,9000.0
1778,G. Álvarez,CB LB ,70,80,Getafe,2021 ~ 2023,241,240,292,248,231,219,1524,59,25,51,51,72,64,Gastón Álvarez,22,3300000.0,11000.0
1779,Chiquinho,CM CAM ,73,73,Benfica,2019 ~ 2024,325,373,382,328,341,170,1955,74,70,75,75,56,67,Francisco L. Lima Silva Machado,26,3300000.0,11000.0
1780,André André,CM CDM ,74,74,Vitória SC,2018 ~ 2024,343,371,345,351,380,210,2051,64,69,75,75,68,70,André Filipe Brás André,32,3300000.0,10000.0
1781,Matchoi Djaló,RW LW CAM ,69,82,Paços de Ferreira,2019 ~ 2024,287,331,399,288,272,113,1739,86,56,64,74,38,57,Matchoi Bobó Djaló,19,3300000.0,4000.0
1782,Pedro Álvaro,CB ,70,79,Estoril,2022 ~ 2025,215,231,297,302,243,211,1554,64,32,45,53,71,75,Pedro Miguel Costa Álvaro,22,3300000.0,4000.0
1783,N. Patterson,RB RWB ,69,82,Everton,2022 ~ 2027,272,284,353,319,275,203,1750,77,46,59,69,66,70,Nathan Patterson,20,3200000.0,12000.0
1784,Léo Jardim,GK ,73,77,Lille,2019 ~ 2024,81,95,241,221,147,41,1183,74,73,68,72,41,70,Leonardo Cesar Jardim,27,3200000.0,18000.0
1785,L. Ugochukwu,CM CDM ,69,81,Rennes,2020 ~ 2025,299,313,342,344,313,200,1868,68,55,66,70,67,74,Lesley Ugochukwu,18,3200000.0,7000.0
1786,C. Matsima,CB ,69,81,Lorient,"Jun 30, 2023",223,219,244,283,263,202,1479,55,34,48,55,69,71,Chrislain Matsima,20,3200000.0,13000.0
1787,A. Zeneli,LM LW ,73,73,Reims,2019 ~ 2025,330,359,374,289,309,90,1800,74,70,72,76,35,56,Arbër Zeneli,27,3200000.0,19000.0
1788,M. El Idrissy,ST RM ,70,77,Ajaccio,2018 ~ 2023,338,299,345,346,261,68,1699,75,70,63,69,29,63,Mounaïm El Idrissy,23,3200000.0,10000.0
1789,T. Dallinga,ST ,69,79,Toulouse,2022 ~ 2026,319,284,332,344,269,65,1668,72,69,59,65,26,63,Thijs Dallinga,21,3200000.0,8000.0
1790,O. Duda,CAM CF ,73,73,FC Köln,2020 ~ 2024,331,375,360,350,301,169,1953,69,71,71,78,53,63,Ondrej Duda,27,3200000.0,22000.0
1791,E. Martel,CDM CB ,69,81,FC Köln,2022 ~ 2026,259,275,326,331,283,210,1732,66,44,60,61,69,74,Eric Martel,20,3200000.0,8000.0
1792,A. Karazor,CDM CB ,73,74,VfB Stuttgart,2019 ~ 2026,253,268,276,279,285,225,1630,51,36,60,63,76,70,Atakan Karazor,25,3200000.0,17000.0
1793,T. Asano,RM RW CAM ,73,73,VfL Bochum 1848,2021 ~ 2024,323,292,427,338,279,73,1783,88,67,61,77,30,67,Takuma Asano,27,3200000.0,20000.0
1794,P. Malong,CDM CM ,73,74,VfL Bochum 1848,2021 ~ 2024,308,335,369,383,358,211,2010,79,71,68,73,69,80,Pierre Kunde Malong,26,3200000.0,18000.0
1795,J. Ngankam,ST RM ,69,79,Hertha BSC,2019 ~ 2025,320,279,351,343,267,72,1682,74,68,59,70,26,70,Jessic Ngankam,21,3200000.0,11000.0
1796,M. Aké,LW ,70,77,Juventus,2021 ~ 2025,305,326,385,316,265,113,1772,79,63,63,76,39,55,Marley Aké,21,3200000.0,36000.0
1797,R. Piccoli,ST ,69,79,Hellas Verona,"Jun 30, 2023",303,254,332,326,270,95,1641,72,68,50,63,34,65,Roberto Piccoli,21,3200000.0,16000.0
1798,B. Amione,CB ,69,82,Sampdoria,"Jun 30, 2023",241,245,264,320,245,203,1563,64,36,51,45,66,81,Bruno Amione,20,3200000.0,8000.0
1799,E. Botheim,ST ,69,78,Salernitana,2022 ~ 2026,302,249,351,347,281,57,1636,71,67,51,66,27,72,Erik Botheim,22,3200000.0,12000.0
1800,Gumbau,CM CDM ,73,73,Elche,2021 ~ 2023,325,363,295,345,322,215,1924,55,67,75,68,72,66,Gerard Gumbau Garriga,27,3200000.0,16000.0
1801,Latasa,ST ,69,79,Getafe,"Jun 30, 2023",301,247,299,358,228,51,1547,66,69,49,62,21,65,Juan Miguel Latasa Fernández,21,3200000.0,42000.0
1802,Murilo,RM RW LM ,73,73,Gil Vicente,2021 ~ 2024,326,353,399,352,257,65,1800,86,69,65,77,25,64,Murilo de Souza Costa,27,3200000.0,10000.0
1803,Miguel Silva,GK ,73,77,Marítimo,2021 ~ 2024,66,63,237,207,88,44,1057,77,68,59,76,53,72,João Miguel Macedo da Silva,27,3200000.0,7000.0
1804,L. Rosier,CM CDM ,70,77,Estoril,2020 ~ 2023,303,306,290,368,329,202,1849,61,60,66,66,67,78,Loreintz Rosier,23,3200000.0,5000.0
1805,T. Kunimoto,RW CM LW ,72,75,Casa Pia,2022 ~ 2024,312,349,401,356,316,132,1912,81,66,71,76,45,70,Takahiro Kunimoto,24,3200000.0,5000.0
1806,Chiquinho,RW LW ,69,79,Wolverhampton Wanderers,2022 ~ 2026,298,314,378,297,255,98,1700,86,62,61,72,34,58,Francisco Jorge Tavares Oliveira,22,3100000.0,30000.0
1807,N. Chalobah,CDM CM ,73,74,Fulham,2021 ~ 2023,309,313,301,349,332,210,1866,55,61,67,72,71,72,Nathaniel Chalobah,27,3100000.0,38000.0
1808,N. Clyne,RB ,74,74,Crystal Palace,2020 ~ 2023,315,323,353,331,328,222,1928,69,60,70,72,73,64,Nathaniel Clyne,31,3100000.0,39000.0
1809,A. Smith,RB RWB LB ,74,74,AFC Bournemouth,2014 ~ 2024,303,339,341,346,330,221,1927,66,60,69,70,72,71,Adam Smith,31,3100000.0,36000.0
1810,J. Zemura,LB LWB ,70,77,AFC Bournemouth,2019 ~ 2023,242,269,372,268,276,196,1673,81,39,59,67,63,61,Jordan Zemura,22,3100000.0,19000.0
1811,S. Abdul Samed,CDM CM ,72,76,Lens,2022 ~ 2027,258,277,283,288,310,213,1680,50,47,61,66,71,66,Salis Abdul Samed,22,3100000.0,17000.0
1812,I. Lihadji,RM ,69,77,Lille,2020 ~ 2023,276,321,372,251,247,77,1591,77,60,63,74,26,44,Isaac Lihadji,20,3100000.0,11000.0
1813,S. Moutoussamy,CM CDM LW ,72,75,Nantes,2017 ~ 2024,309,322,366,334,332,223,1928,70,58,68,75,73,73,Samuel Moutoussamy,25,3100000.0,17000.0
1814,I. Koné,ST ,69,77,Lorient,2022 ~ 2026,305,272,354,367,247,85,1668,77,68,51,66,31,78,Ibrahima Koné,23,3100000.0,9000.0
1815,H. Magnetti,CDM CM ,72,76,Brest,2018 ~ 2026,255,319,316,326,324,203,1804,52,49,66,71,66,75,Hugo Magnetti,24,3100000.0,13000.0
1816,Y. Diouf,GK ,72,78,Reims,2019 ~ 2023,77,89,216,232,99,40,1114,75,70,70,74,45,72,Yehvann Diouf,22,3100000.0,10000.0
1817,N. Bentaleb,CDM CM ,73,74,Angers SCO,2022 ~ 2025,328,370,319,380,370,199,2025,54,71,73,78,67,73,Nabil Bentaleb,27,3100000.0,17000.0
1818,D. Genreau,CM CAM ,69,78,Toulouse,2021 ~ 2025,275,292,335,323,323,199,1797,67,59,67,66,64,68,Denis Genreau,23,3100000.0,8000.0
1819,T. Fosu-Mensah,RB CB ,72,76,Bayer 04 Leverkusen,2021 ~ 2024,319,288,338,349,319,220,1878,67,60,64,65,73,75,Timothy Fosu-Mensah,24,3100000.0,25000.0
1820,T. Coulibaly,RM LM CF ,69,80,VfB Stuttgart,2019 ~ 2023,296,308,377,273,290,127,1716,79,59,62,75,42,61,Tanguy Coulibaly,21,3100000.0,9000.0
