,klub,pilkarz,pozycja,data_urodzenia,wzrost,dominujaca_noga,kontrakt_od,kontrakt_do,wartosc_eur,liga,wiek
2011,RCD Mallorca,Vedat Muriqi,Środkowy napastnik,24 kwi 1994 (28),"1,94m",lewonożny,22 lip 2022,30 cze 2027,10000000.0,laliga,28
2012,RCD Mallorca,Tino Kadewere,Środkowy napastnik,5 sty 1996 (27),"1,83m",prawonożny,29 sie 2022,30 cze 2023,5000000.0,laliga,27
2013,RCD Mallorca,Abdón Prats,Środkowy napastnik,7 gru 1992 (30),"1,81m",lewonożny,4 lip 2017,30 cze 2024,1200000.0,laliga,30
2014,RCD Mallorca,Ángel Rodríguez,Środkowy napastnik,26 kwi 1987 (35),"1,71m",prawonożny,2 lip 2021,30 cze 2023,1000000.0,laliga,35
2015,Elche CF,Édgar Badía,Bramkarz,12 lut 1992 (30),"1,80m",prawonożny,5 sty 2019,30 cze 2025,4000000.0,laliga,30
2016,Elche CF,Axel Werner,Bramkarz,28 lut 1996 (26),"1,91m",prawonożny,1 wrz 2021,30 cze 2023,800000.0,laliga,26
2017,Elche CF,Lisandro Magallán,Środkowy obrońca,27 wrz 1993 (29),"1,85m",prawonożny,5 sty 2023,30 cze 2023,2500000.0,laliga,29
2018,Elche CF,Enzo Roco,Środkowy obrońca,16 sie 1992 (30),"1,92m",prawonożny,9 lip 2021,30 cze 2023,2000000.0,laliga,30
2019,Elche CF,Diego González,Środkowy obrońca,28 sty 1995 (27),"1,85m",prawonożny,9 paź 2020,30 cze 2024,1500000.0,laliga,27
2020,Elche CF,Pedro Bigas,Środkowy obrońca,15 maj 1990 (32),"1,81m",lewonożny,7 lip 2021,30 cze 2023,1000000.0,laliga,32
2021,Elche CF,Gonzalo Verdú,Środkowy obrońca,21 paź 1988 (34),"1,88m",prawonożny,1 lip 2017,30 cze 2023,700000.0,laliga,34
2022,Elche CF,John Nwankwo,Środkowy obrońca,25 wrz 2000 (22),"1,82m",prawonożny,1 lip 2022,30 cze 2025,400000.0,laliga,22
2023,Elche CF,Lautaro Blanco,Lewy obrońca,19 lut 1999 (23),"1,76m",lewonożny,5 sie 2022,30 cze 2027,4500000.0,laliga,23
2024,Elche CF,Nicolás Fernández Mercau,Lewy obrońca,11 sty 2000 (23),"1,72m",lewonożny,1 wrz 2022,30 cze 2027,2500000.0,laliga,23
2025,Elche CF,Carlos Clerc,Lewy obrońca,21 lut 1992 (30),"1,81m",lewonożny,21 lip 2022,30 cze 2024,2000000.0,laliga,30
2026,Elche CF,José Ángel Carmona,Prawy obrońca,29 sty 2002 (20),"1,84m",prawonożny,11 sty 2023,30 cze 2023,5000000.0,laliga,20
2027,Elche CF,Pol Lirola,Prawy obrońca,13 sie 1997 (25),"1,83m",prawonożny,12 sie 2022,30 cze 2023,3000000.0,laliga,25
2028,Elche CF,Helibelton Palacios,Prawy obrońca,11 cze 1993 (29),"1,81m",prawonożny,4 lut 2021,30 cze 2023,1200000.0,laliga,29
2029,Elche CF,Omar Mascarell,Defensywny pomocnik,2 lut 1993 (29),"1,81m",prawonożny,23 sie 2021,30 cze 2025,3500000.0,laliga,29
2030,Elche CF,Gerard Gumbau,Defensywny pomocnik,18 gru 1994 (28),"1,88m",lewonożny,31 sie 2021,30 cze 2023,3000000.0,laliga,28
2031,Elche CF,Raúl Guti,Środkowy pomocnik,30 gru 1996 (26),"1,78m",prawonożny,20 wrz 2020,30 cze 2025,3000000.0,laliga,26
2032,Elche CF,Domingos Quina,Środkowy pomocnik,18 lis 1999 (23),"1,73m",prawonożny,16 sie 2022,30 cze 2023,1800000.0,laliga,23
2033,Elche CF,Pere Milla,Lewy napastnik,23 wrz 1992 (30),"1,80m",lewonożny,1 lip 2019,30 cze 2025,3000000.0,laliga,30
2034,Elche CF,Tete Morente,Lewy napastnik,4 gru 1996 (26),"1,84m",prawonożny,16 wrz 2020,30 cze 2024,2500000.0,laliga,26
2035,Elche CF,Fidel,Lewy napastnik,27 paź 1989 (33),"1,80m",lewonożny,1 lip 2019,30 cze 2024,1000000.0,laliga,33
2036,Elche CF,Álex Collado ,Prawy napastnik,22 kwi 1999 (23),"1,77m",lewonożny,15 sie 2022,30 cze 2023,5000000.0,laliga,23
2037,Elche CF,Josan,Prawy napastnik,3 gru 1989 (33),"1,76m",prawonożny,1 sty 2018,30 cze 2023,1000000.0,laliga,33
2038,Elche CF,Lucas Boyé,Środkowy napastnik,28 lut 1996 (26),"1,83m",prawonożny,1 lip 2021,30 cze 2024,8000000.0,laliga,26
2039,Elche CF,Ezequiel Ponce,Środkowy napastnik,29 mar 1997 (25),"1,81m",prawonożny,1 lip 2022,30 cze 2026,4000000.0,laliga,25
2040,Elche CF,Roger Martí,Środkowy napastnik,3 sty 1991 (32),"1,79m",prawonożny,4 sie 2022,30 cze 2026,2500000.0,laliga,32
2041,Real Valladolid CF,Sergio Asenjo,Bramkarz,28 cze 1989 (33),"1,89m",prawonożny,7 lip 2022,30 cze 2024,2500000.0,laliga,33
2042,Real Valladolid CF,Jordi Masip,Bramkarz,3 sty 1989 (34),"1,80m",prawonożny,17 lip 2017,30 cze 2024,1000000.0,laliga,34
2043,Real Valladolid CF,Javi Sánchez,Środkowy obrońca,14 mar 1997 (25),"1,89m",prawonożny,1 lip 2020,30 cze 2026,3000000.0,laliga,25
2044,Real Valladolid CF,Joaquín Fernández,Środkowy obrońca,31 maj 1996 (26),"1,90m",prawonożny,31 sie 2018,30 cze 2023,3000000.0,laliga,26
2045,Real Valladolid CF,Zouhair Feddal,Środkowy obrońca,23 gru 1989 (33),"1,91m",lewonożny,24 sie 2022,30 cze 2023,1800000.0,laliga,33
2046,Real Valladolid CF,Jawad El Yamiq,Środkowy obrońca,29 lut 1992 (30),"1,93m",prawonożny,24 wrz 2020,30 cze 2024,1200000.0,laliga,30
2047,Real Valladolid CF,Lucas Olaza,Lewy obrońca,21 lip 1994 (28),"1,76m",lewonożny,1 lip 2021,30 cze 2025,2500000.0,laliga,28
2048,Real Valladolid CF,Sergio Escudero,Lewy obrońca,2 wrz 1989 (33),"1,76m",lewonożny,13 lip 2022,30 cze 2024,1800000.0,laliga,33
2049,Real Valladolid CF,Luis Pérez,Prawy obrońca,4 lut 1995 (27),"1,73m",prawonożny,4 sie 2020,30 cze 2025,1500000.0,laliga,27
2050,Real Valladolid CF,Iván Fresneda,Prawy obrońca,28 wrz 2004 (18),"1,82m",prawonożny,1 lip 2022,30 cze 2025,1000000.0,laliga,18
2051,Real Valladolid CF,Lucas Rosa,Prawy obrońca,3 kwi 2000 (22),"1,77m",prawonożny,1 paź 2022,30 cze 2025,1000000.0,laliga,22
2052,Real Valladolid CF,Mickaël Malsa,Defensywny pomocnik,12 paź 1996 (26),"1,79m",prawonożny,12 sie 2022,30 cze 2026,1500000.0,laliga,26
2053,Real Valladolid CF,Monchu,Środkowy pomocnik,13 wrz 1999 (23),"1,73m",prawonożny,1 lip 2022,30 cze 2026,5000000.0,laliga,23
2054,Real Valladolid CF,Kike Pérez,Środkowy pomocnik,14 lut 1997 (25),"1,84m",lewonożny,12 sie 2020,30 cze 2025,4000000.0,laliga,25
2055,Real Valladolid CF,Álvaro Aguado,Środkowy pomocnik,1 maj 1996 (26),"1,75m",prawonożny,25 sty 2019,30 cze 2023,3000000.0,laliga,26
2056,Real Valladolid CF,Roque Mesa,Środkowy pomocnik,7 cze 1989 (33),"1,72m",prawonożny,5 paź 2020,30 cze 2023,2500000.0,laliga,33
2057,Real Valladolid CF,Anuar ,Środkowy pomocnik,15 sty 1995 (28),"1,73m",prawonożny,1 lip 2017,30 cze 2023,1000000.0,laliga,28
2058,Real Valladolid CF,Kenedy,Lewy napastnik,8 lut 1996 (26),"1,82m",lewonożny,1 wrz 2022,30 cze 2027,3000000.0,laliga,26
2059,Real Valladolid CF,Gonzalo Plata,Prawy napastnik,1 lis 2000 (22),"1,78m",lewonożny,11 lip 2022,30 cze 2027,5000000.0,laliga,22
2060,Real Valladolid CF,Óscar Plano,Prawy napastnik,11 lut 1991 (31),"1,79m",obunożny,1 lip 2017,30 cze 2023,3000000.0,laliga,31
2061,Real Valladolid CF,Iván Sánchez,Prawy napastnik,23 wrz 1992 (30),"1,69m",lewonożny,1 lip 2022,30 cze 2024,800000.0,laliga,30
2062,Real Valladolid CF,Shon Weissman,Środkowy napastnik,14 lut 1996 (26),"1,74m",prawonożny,31 sie 2020,30 cze 2024,5000000.0,laliga,26
2063,Real Valladolid CF,Sergi Guardiola,Środkowy napastnik,29 maj 1991 (31),"1,85m",lewonożny,25 sty 2019,30 cze 2023,2500000.0,laliga,31
2064,Real Valladolid CF,Sergio León,Środkowy napastnik,6 sty 1989 (34),"1,76m",prawonożny,31 sie 2021,30 cze 2024,2000000.0,laliga,34
2065,Real Valladolid CF,Juanjo Narváez,Środkowy napastnik,12 lut 1995 (27),"1,81m",prawonożny,1 wrz 2022,30 cze 2025,1200000.0,laliga,27
2066,Cádiz CF,Jeremías Ledesma,Bramkarz,13 lut 1993 (29),"1,86m",prawonożny,1 lip 2021,30 cze 2025,10000000.0,laliga,29
2067,Cádiz CF,David Gil,Bramkarz,11 sty 1994 (29),"1,86m",prawonożny,1 lip 2018,30 cze 2025,700000.0,laliga,29
2068,Cádiz CF,Víctor Chust,Środkowy obrońca,5 mar 2000 (22),"1,82m",obunożny,6 lip 2022,30 cze 2026,3000000.0,laliga,22
2069,Cádiz CF,Fali,Środkowy obrońca,12 sie 1993 (29),"1,86m",prawonożny,1 lip 2019,30 cze 2024,2500000.0,laliga,29
2070,Cádiz CF,Luis Hernández,Środkowy obrońca,14 kwi 1989 (33),"1,82m",prawonożny,31 sty 2022,30 cze 2025,1000000.0,laliga,33
2071,Cádiz CF,Juan Cala,Środkowy obrońca,26 lis 1989 (33),"1,86m",prawonożny,17 lip 2019,30 cze 2024,800000.0,laliga,33
2072,Cádiz CF,Momo Mbaye,Środkowy obrońca,28 cze 1998 (24),"1,92m",lewonożny,9 sie 2022,30 cze 2024,700000.0,laliga,24
2073,Cádiz CF,Alfonso Espino,Lewy obrońca,5 sty 1992 (31),"1,72m",lewonożny,28 sty 2019,30 cze 2023,4000000.0,laliga,31
2074,Cádiz CF,Santiago Arzamendia,Lewy obrońca,5 maj 1998 (24),"1,72m",lewonożny,8 lip 2021,30 cze 2025,1500000.0,laliga,24
2075,Cádiz CF,Joseba Zaldua,Prawy obrońca,24 cze 1992 (30),"1,74m",prawonożny,11 lip 2022,30 cze 2025,2500000.0,laliga,30
2076,Cádiz CF,Iza Carcelén,Prawy obrońca,23 kwi 1993 (29),"1,70m",prawonożny,1 lip 2019,30 cze 2023,1500000.0,laliga,29
2077,Cádiz CF,Raúl Parra,Prawy obrońca,26 lis 1999 (23),"1,87m",prawonożny,1 lip 2022,30 cze 2024,300000.0,laliga,23
2078,Cádiz CF,José Mari,Defensywny pomocnik,6 gru 1987 (35),"1,82m",prawonożny,16 sie 2016,30 cze 2025,400000.0,laliga,35
2079,Cádiz CF,Jon Ander Garrido ,Defensywny pomocnik,9 paź 1989 (33),"1,85m",prawonożny,21 lip 2014,30 cze 2023,300000.0,laliga,33
2080,Cádiz CF,Rubén Alcaraz,Środkowy pomocnik,1 maj 1991 (31),"1,80m",prawonożny,1 lip 2022,30 cze 2024,2000000.0,laliga,31
2081,Cádiz CF,Fede San Emeterio,Środkowy pomocnik,16 mar 1997 (25),"1,76m",prawonożny,7 sie 2022,30 cze 2026,2000000.0,laliga,25
2082,Cádiz CF,Youba Diarra,Środkowy pomocnik,24 mar 1998 (24),"1,78m",prawonożny,1 sty 2023,30 cze 2027,1000000.0,laliga,24
2083,Cádiz CF,Álex Fernández,Ofensywny pomocnik,15 paź 1992 (30),"1,83m",prawonożny,7 sie 2017,30 cze 2025,5000000.0,laliga,30
2084,Cádiz CF,Théo Bongonda,Lewy napastnik,20 lis 1995 (27),"1,77m",lewonożny,26 sie 2022,30 cze 2026,4000000.0,laliga,27
2085,Cádiz CF,Brian Ocampo,Prawy napastnik,25 cze 1999 (23),"1,72m",prawonożny,28 sie 2022,30 cze 2026,2000000.0,laliga,23
2086,Cádiz CF,Iván Alejo,Prawy napastnik,10 lut 1995 (27),"1,86m",prawonożny,4 sie 2020,30 cze 2025,1200000.0,laliga,27
2087,Cádiz CF,Choco Lozano,Środkowy napastnik,25 kwi 1993 (29),"1,83m",prawonożny,4 sie 2020,30 cze 2023,2800000.0,laliga,29
2088,Cádiz CF,Rubén Sobrino,Środkowy napastnik,1 cze 1992 (30),"1,85m",prawonożny,30 sie 2021,30 cze 2024,2000000.0,laliga,30
2089,Cádiz CF,Álvaro Negredo,Środkowy napastnik,20 sie 1985 (37),"1,86m",lewonożny,4 sie 2020,30 cze 2023,1200000.0,laliga,37
2090,Cádiz CF,Álvaro Giménez,Środkowy napastnik,19 maj 1991 (31),"1,83m",lewonożny,4 sie 2020,30 cze 2023,800000.0,laliga,31
2091,AC Milan,Mike Maignan ,Bramkarz,3 lip 1995 (27),"1,91m",prawonożny,1 lip 2021,30 cze 2026,35000000.0,serie a,27
2092,AC Milan,Ciprian Tatarusanu,Bramkarz,9 lut 1986 (36),"1,98m",prawonożny,11 wrz 2020,30 cze 2023,600000.0,serie a,36
2093,AC Milan,Devis Vásquez,Bramkarz,12 maj 1998 (24),"1,95m",prawonożny,3 sty 2023,30 cze 2026,350000.0,serie a,24
2094,AC Milan,Antonio Mirante,Bramkarz,8 lip 1983 (39),"1,93m",prawonożny,13 paź 2021,30 cze 2023,300000.0,serie a,39
2095,AC Milan,Fikayo Tomori,Środkowy obrońca,19 gru 1997 (25),"1,85m",prawonożny,1 lip 2021,30 cze 2027,50000000.0,serie a,25
2096,AC Milan,Pierre Kalulu,Środkowy obrońca,5 cze 2000 (22),"1,82m",prawonożny,1 wrz 2020,30 cze 2027,35000000.0,serie a,22
2097,AC Milan,Matteo Gabbia,Środkowy obrońca,21 paź 1999 (23),"1,85m",prawonożny,1 lip 2017,30 cze 2026,7000000.0,serie a,23
2098,AC Milan,Malick Thiaw,Środkowy obrońca,8 sie 2001 (21),"1,94m",prawonożny,29 sie 2022,30 cze 2027,6000000.0,serie a,21
2099,AC Milan,Simon Kjaer,Środkowy obrońca,26 mar 1989 (33),"1,91m",prawonożny,1 wrz 2020,30 cze 2024,5000000.0,serie a,33
2100,AC Milan,Theo Hernández,Lewy obrońca,6 paź 1997 (25),"1,84m",lewonożny,6 lip 2019,30 cze 2026,60000000.0,serie a,25
2101,AC Milan,Fodé Ballo-Touré ,Lewy obrońca,3 sty 1997 (26),"1,82m",lewonożny,18 lip 2021,30 cze 2025,3500000.0,serie a,26
2102,AC Milan,Davide Calabria,Prawy obrońca,6 gru 1996 (26),"1,76m",prawonożny,1 lip 2015,30 cze 2025,25000000.0,serie a,26
2103,AC Milan,Sergiño Dest,Prawy obrońca,3 lis 2000 (22),"1,71m",prawonożny,1 wrz 2022,30 cze 2023,16000000.0,serie a,22
2104,AC Milan,Alessandro Florenzi ,Prawy obrońca,11 mar 1991 (31),"1,73m",prawonożny,1 lip 2022,30 cze 2025,2500000.0,serie a,31
2105,AC Milan,Sandro Tonali,Defensywny pomocnik,8 maj 2000 (22),"1,81m",prawonożny,8 lip 2021,30 cze 2027,50000000.0,serie a,22
2106,AC Milan,Ismaël Bennacer,Defensywny pomocnik,1 gru 1997 (25),"1,75m",lewonożny,4 sie 2019,30 cze 2027,40000000.0,serie a,25
2107,AC Milan,Tiemoué Bakayoko,Defensywny pomocnik,17 sie 1994 (28),"1,89m",prawonożny,30 sie 2021,30 cze 2023,4000000.0,serie a,28
2108,AC Milan,Tommaso Pobega,Środkowy pomocnik,15 lip 1999 (23),"1,88m",obunożny,1 lip 2018,30 cze 2027,18000000.0,serie a,23
2109,AC Milan,Aster Vranckx,Środkowy pomocnik,4 paź 2002 (20),"1,83m",prawonożny,1 wrz 2022,30 cze 2023,10000000.0,serie a,20
2110,AC Milan,Rade Krunic ,Środkowy pomocnik,7 paź 1993 (29),"1,84m",prawonożny,8 lip 2019,30 cze 2025,9000000.0,serie a,29
2111,AC Milan,Charles De Ketelaere,Ofensywny pomocnik,10 mar 2001 (21),"1,92m",lewonożny,2 sie 2022,30 cze 2027,30000000.0,serie a,21
2112,AC Milan,Brahim Díaz,Ofensywny pomocnik,3 sie 1999 (23),"1,71m",obunożny,19 lip 2021,30 cze 2023,20000000.0,serie a,23
2113,AC Milan,Yacine Adli,Ofensywny pomocnik,29 lip 2000 (22),"1,86m",prawonożny,30 sie 2021,30 cze 2026,9000000.0,serie a,22
2114,AC Milan,Rafael Leão,Lewy napastnik,10 cze 1999 (23),"1,88m",prawonożny,1 sie 2019,30 cze 2024,85000000.0,serie a,23
2115,AC Milan,Ante Rebic,Lewy napastnik,21 wrz 1993 (29),"1,85m",prawonożny,12 wrz 2020,30 cze 2025,13000000.0,serie a,29
2116,AC Milan,Alexis Saelemaekers,Prawy napastnik,27 cze 1999 (23),"1,80m",prawonożny,1 wrz 2020,30 cze 2026,15000000.0,serie a,23
2117,AC Milan,Junior Messias,Prawy napastnik,13 maj 1991 (31),"1,74m",lewonożny,7 lip 2022,30 cze 2024,6000000.0,serie a,31
2118,AC Milan,Divock Origi,Środkowy napastnik,18 kwi 1995 (27),"1,89m",prawonożny,5 lip 2022,30 cze 2026,10000000.0,serie a,27
2119,AC Milan,Olivier Giroud,Środkowy napastnik,30 wrz 1986 (36),"1,92m",lewonożny,17 lip 2021,30 cze 2023,4000000.0,serie a,36
2120,AC Milan,Marko Lazetić,Środkowy napastnik,22 sty 2004 (18),"1,92m",prawonożny,26 sty 2022,30 cze 2026,3000000.0,serie a,18
2121,AC Milan,Zlatan Ibrahimović ,Środkowy napastnik,3 paź 1981 (41),"1,95m",prawonożny,2 sty 2020,30 cze 2023,2000000.0,serie a,41
2122,AC Milan,Emil Roback,Środkowy napastnik,3 maj 2003 (19),"1,88m",prawonożny,-,-,150000.0,serie a,19
2123,Inter Mediolan,André Onana,Bramkarz,2 kwi 1996 (26),"1,90m",prawonożny,1 lip 2022,30 cze 2027,14000000.0,serie a,26
2124,Inter Mediolan,Samir Handanovic ,Bramkarz,14 lip 1984 (38),"1,93m",prawonożny,9 lip 2012,30 cze 2023,1000000.0,serie a,38
2125,Inter Mediolan,Gabriel Brazão,Bramkarz,5 paź 2000 (22),"1,92m",prawonożny,1 lip 2019,30 cze 2024,500000.0,serie a,22
2126,Inter Mediolan,Alex Cordaz,Bramkarz,1 sty 1983 (40),"1,88m",prawonożny,1 lip 2021,30 cze 2023,300000.0,serie a,40
2127,Inter Mediolan,Milan Skriniar,Środkowy obrońca,11 lut 1995 (27),"1,88m",prawonożny,7 lip 2017,30 cze 2023,60000000.0,serie a,27
2128,Inter Mediolan,Alessandro Bastoni,Środkowy obrońca,13 kwi 1999 (23),"1,90m",lewonożny,30 sie 2017,30 cze 2024,55000000.0,serie a,23
2129,Inter Mediolan,Stefan de Vrij,Środkowy obrońca,5 lut 1992 (30),"1,89m",prawonożny,1 lip 2018,30 cze 2023,15000000.0,serie a,30
2130,Inter Mediolan,Francesco Acerbi,Środkowy obrońca,10 lut 1988 (34),"1,92m",lewonożny,1 wrz 2022,30 cze 2023,4000000.0,serie a,34
2131,Inter Mediolan,Danilo D'Ambrosio,Środkowy obrońca,9 wrz 1988 (34),"1,80m",prawonożny,30 sty 2014,30 cze 2023,2000000.0,serie a,34
2132,Inter Mediolan,Alessandro Fontanarosa,Środkowy obrońca,7 lut 2003 (19),-,lewonożny,1 lip 2022,-,300000.0,serie a,19
2133,Inter Mediolan,Federico Dimarco,Lewy obrońca,10 lis 1997 (25),"1,75m",lewonożny,5 lip 2018,30 cze 2026,25000000.0,serie a,25
2134,Inter Mediolan,Dalbert ,Lewy obrońca,8 wrz 1993 (29),"1,81m",lewonożny,9 sie 2017,30 cze 2023,2000000.0,serie a,29
2135,Inter Mediolan,Raoul Bellanova,Prawy obrońca,17 maj 2000 (22),"1,88m",prawonożny,6 lip 2022,30 cze 2023,7000000.0,serie a,22
2136,Inter Mediolan,Matteo Darmian,Prawy obrońca,2 gru 1989 (33),"1,83m",prawonożny,1 lip 2021,30 cze 2023,4000000.0,serie a,33
2137,Inter Mediolan,Mattia Zanotti,Prawy obrońca,11 sty 2003 (20),"1,77m",prawonożny,1 lip 2022,30 cze 2025,350000.0,serie a,20
2138,Inter Mediolan,Marcelo Brozovic ,Defensywny pomocnik,16 lis 1992 (30),"1,81m",obunożny,1 lip 2016,30 cze 2026,35000000.0,serie a,30
2139,Inter Mediolan,Kristjan Asllani,Defensywny pomocnik,9 mar 2002 (20),"1,75m",prawonożny,1 lip 2022,30 cze 2023,12000000.0,serie a,20
2140,Inter Mediolan,Nicolò Barella,Środkowy pomocnik,7 lut 1997 (25),"1,75m",prawonożny,1 wrz 2020,30 cze 2026,70000000.0,serie a,25
2141,Inter Mediolan,Hakan Calhanoglu,Środkowy pomocnik,8 lut 1994 (28),"1,78m",prawonożny,1 lip 2021,30 cze 2024,35000000.0,serie a,28
2142,Inter Mediolan,Roberto Gagliardini,Środkowy pomocnik,7 kwi 1994 (28),"1,88m",prawonożny,1 sie 2017,30 cze 2023,6500000.0,serie a,28
2143,Inter Mediolan,Denzel Dumfries,Prawy pomocnik,18 kwi 1996 (26),"1,88m",prawonożny,14 sie 2021,30 cze 2025,28000000.0,serie a,26
2144,Inter Mediolan,Robin Gosens,Lewy pomocnik,5 lip 1994 (28),"1,83m",lewonożny,27 sty 2022,30 cze 2023,18000000.0,serie a,28
2145,Inter Mediolan,Henrikh Mkhitaryan,Ofensywny pomocnik,21 sty 1989 (33),"1,77m",obunożny,1 lip 2022,30 cze 2024,6000000.0,serie a,33
2146,Inter Mediolan,Valentín Carboni,Ofensywny pomocnik,5 mar 2005 (17),-,lewonożny,1 lip 2022,-,1500000.0,serie a,17
2147,Inter Mediolan,Joaquín Correa,Cofnięty napastnik,13 sie 1994 (28),"1,88m",prawonożny,1 lip 2022,30 cze 2025,20000000.0,serie a,28
2148,Inter Mediolan,Lautaro Martínez,Środkowy napastnik,22 sie 1997 (25),"1,74m",prawonożny,4 lip 2018,30 cze 2026,75000000.0,serie a,25
2149,Inter Mediolan,Romelu Lukaku,Środkowy napastnik,13 maj 1993 (29),"1,91m",lewonożny,1 lip 2022,30 cze 2023,55000000.0,serie a,29
2150,Inter Mediolan,Edin Dzeko,Środkowy napastnik,17 mar 1986 (36),"1,93m",prawonożny,14 sie 2021,30 cze 2023,4000000.0,serie a,36
2151,SSC Napoli,Alex Meret,Bramkarz,22 mar 1997 (25),"1,90m",lewonożny,1 lip 2019,30 cze 2024,13000000.0,serie a,25
2152,SSC Napoli,Salvatore Sirigu,Bramkarz,12 sty 1987 (36),"1,92m",prawonożny,11 sie 2022,30 cze 2023,800000.0,serie a,36
2153,SSC Napoli,Hubert Idasiak,Bramkarz,3 lut 2002 (20),"1,88m",prawonożny,1 lip 2022,30 cze 2024,150000.0,serie a,20
2154,SSC Napoli,Davide Marfella,Bramkarz,15 wrz 1999 (23),"1,82m",prawonożny,19 sie 2021,30 cze 2023,50000.0,serie a,23
2155,SSC Napoli,Min-jae Kim,Środkowy obrońca,15 lis 1996 (26),"1,90m",prawonożny,27 lip 2022,30 cze 2025,35000000.0,serie a,26
2156,SSC Napoli,Amir Rrahmani,Środkowy obrońca,24 lut 1994 (28),"1,92m",obunożny,20 sty 2020,30 cze 2024,25000000.0,serie a,28
2157,SSC Napoli,Leo Östigard,Środkowy obrońca,28 lis 1999 (23),"1,82m",prawonożny,18 lip 2022,-,7000000.0,serie a,23
2158,SSC Napoli,Juan Jesus,Środkowy obrońca,10 cze 1991 (31),"1,85m",lewonożny,18 sie 2021,30 cze 2023,4000000.0,serie a,31
2159,SSC Napoli,Mathías Olivera,Lewy obrońca,31 paź 1997 (25),"1,85m",lewonożny,1 lip 2022,30 cze 2027,15000000.0,serie a,25
2160,SSC Napoli,Mário Rui,Lewy obrońca,27 maj 1991 (31),"1,68m",lewonożny,3 sty 2018,30 cze 2025,8000000.0,serie a,31
2161,SSC Napoli,Giovanni Di Lorenzo,Prawy obrońca,4 sie 1993 (29),"1,83m",prawonożny,1 lip 2019,30 cze 2026,25000000.0,serie a,29
2162,SSC Napoli,Bartosz Bereszynski,Prawy obrońca,12 lip 1992 (30),"1,83m",prawonożny,7 sty 2023,30 cze 2023,3000000.0,serie a,30
2163,SSC Napoli,Frank Anguissa,Defensywny pomocnik,16 lis 1995 (27),"1,84m",prawonożny,1 lip 2022,30 cze 2025,38000000.0,serie a,27
2164,SSC Napoli,Stanislav Lobotka,Defensywny pomocnik,25 lis 1994 (28),"1,70m",obunożny,15 sty 2020,30 cze 2025,30000000.0,serie a,28
2165,SSC Napoli,Diego Demme,Defensywny pomocnik,21 lis 1991 (31),"1,70m",prawonożny,11 sty 2020,30 cze 2024,5000000.0,serie a,31
2166,SSC Napoli,Piotr Zielinski,Środkowy pomocnik,20 maj 1994 (28),"1,80m",obunożny,4 sie 2016,30 cze 2024,40000000.0,serie a,28
2167,SSC Napoli,Tanguy Ndombélé,Środkowy pomocnik,28 gru 1996 (26),"1,81m",prawonożny,19 sie 2022,30 cze 2023,28000000.0,serie a,26
2168,SSC Napoli,Eljif Elmas,Środkowy pomocnik,24 wrz 1999 (23),"1,82m",prawonożny,24 lip 2019,30 cze 2025,23000000.0,serie a,23
2169,SSC Napoli,Karim Zedadka,Lewy pomocnik,9 cze 2000 (22),"1,84m",prawonożny,1 wrz 2020,30 cze 2023,300000.0,serie a,22
2170,SSC Napoli,Gianluca Gaetano,Ofensywny pomocnik,5 maj 2000 (22),"1,83m",prawonożny,1 lip 2019,30 cze 2025,4500000.0,serie a,22
2171,SSC Napoli,Khvicha Kvaratskhelia ,Lewy napastnik,12 lut 2001 (21),"1,83m",obunożny,1 lip 2022,30 cze 2027,60000000.0,serie a,21
2172,SSC Napoli,Alessio Zerbin,Lewy napastnik,3 mar 1999 (23),"1,82m",prawonożny,1 lip 2018,30 cze 2027,4000000.0,serie a,23
2173,SSC Napoli,Hirving Lozano,Prawy napastnik,30 lip 1995 (27),"1,75m",prawonożny,23 sie 2019,30 cze 2024,28000000.0,serie a,27
2174,SSC Napoli,Matteo Politano,Prawy napastnik,3 sie 1993 (29),"1,71m",lewonożny,1 lip 2021,30 cze 2024,20000000.0,serie a,29
2175,SSC Napoli,Giacomo Raspadori,Cofnięty napastnik,18 lut 2000 (22),"1,72m",obunożny,20 sie 2022,30 cze 2023,35000000.0,serie a,22
2176,SSC Napoli,Victor Osimhen,Środkowy napastnik,29 gru 1998 (24),"1,86m",prawonożny,1 wrz 2020,30 cze 2025,70000000.0,serie a,24
2177,SSC Napoli,Giovanni Simeone,Środkowy napastnik,5 lip 1995 (27),"1,80m",prawonożny,18 sie 2022,30 cze 2023,17000000.0,serie a,27
2178,Juventus Turyn,Wojciech Szczesny,Bramkarz,18 kwi 1990 (32),"1,96m",prawonożny,19 lip 2017,30 cze 2024,13000000.0,serie a,32
2179,Juventus Turyn,Mattia Perin,Bramkarz,10 lis 1992 (30),"1,88m",prawonożny,1 lip 2018,30 cze 2025,4000000.0,serie a,30
2180,Juventus Turyn,Carlo Pinsoglio,Bramkarz,16 mar 1990 (32),"1,94m",lewonożny,1 lip 2014,30 cze 2023,300000.0,serie a,32
2181,Juventus Turyn,Bremer,Środkowy obrońca,18 mar 1997 (25),"1,88m",prawonożny,20 lip 2022,30 cze 2027,40000000.0,serie a,25
2182,Juventus Turyn,Federico Gatti,Środkowy obrońca,24 cze 1998 (24),"1,90m",prawonożny,31 sty 2022,30 cze 2027,5000000.0,serie a,24
2183,Juventus Turyn,Leonardo Bonucci,Środkowy obrońca,1 maj 1987 (35),"1,90m",prawonożny,2 sie 2018,30 cze 2024,4000000.0,serie a,35
